gene_id	TCGA-A7-A13F-01A-11R-A12P-07	TCGA-A7-A13F-11A-42R-A12P-07	TCGA-AO-A12B-01A-11R-A10J-07	TCGA-AR-A1AP-01A-11R-A12P-07	TCGA-AR-A1AS-01A-11R-A12P-07	TCGA-AR-A1AV-01A-21R-A12P-07	TCGA-AR-A1AW-01A-21R-A12P-07	TCGA-BH-A0DD-01A-31R-A12P-07	TCGA-BH-A0DD-11A-23R-A12P-07	TCGA-BH-A0DG-01A-21R-A12P-07	TCGA-BH-A0DG-11A-43R-A12P-07
PMS2L1|5379	375.6506	310.8397	317.412	273.8282	307.8748	335.8964	267.6277	361.5371	274.3842	343.2543	267.9045
PMS2L11|441263	19.2851	30.4221	16.7967	40.7602	31.1256	24.8227	63.8365	20.2871	26.7216	31.9224	20.4179
PMS2L2|5380	61.3735	52.088	61.4822	72.8745	79.2436	74.0287	63.6776	59.8739	34.6921	48.9529	55.928
PMS2L3|5387	15.261	45.8015	35.5217	35.5376	33.3183	45.6896	67.7261	39.2157	22.1162	23.3467	56.8266
PMS2L4|5382	57.8313	66.9062	22.4125	23.8417	24.3134	21.1097	23.8365	21.3585	50.7372	26.6819	50.2189
PMS2L5|5383	83.5341	69.1513	41.8649	60.7287	49.9775	83.5714	91.941	54.6218	43.7988	103.3924	77.9714
PMVK|10654	1050.6024	583.7449	2379.9556	998.6505	1336.335	1133.5639	925.0851	922.9692	737.2073	854.2376	577.1868
PNCK|139728	22.49	3.1432	0	10.7962	233.2283	2.6026	1.1351	1.7507	0	0	2.3127
PNKD|25953	784.3373	718.4553	676.1814	734.143	778.0279	698.0672	1124.8581	862.7451	823.0703	912.6043	421.9047
PNKP|11284	567.0683	259.991	378.4755	757.085	265.6461	301.3198	436.2467	552.8711	303.1223	383.5523	207.8137
PNLDC1|154197	2.8112	12.1239	0	0	0	0.8675	0.3784	1.4006	0.4337	3.3352	20.1536
PNLIP|5406	0	0	0	0.4498	0	0	0	0	0	0.4169	0
PNLIPRP1|5407	0	0	0.4229	0	0	0	0	0	0	0	0
PNLIPRP2|5408	3.6145	0	0	3.5987	0	0	2.2701	0.3501	0	0	0.3304
PNLIPRP3|119548	0	0.449	0	0	2.2512	0.5783	0	0	0	0	0.6608
PNMA1|9240	386.747	1480.018	1374.3525	612.2357	1319.2256	638.208	978.812	1425.7703	1643.9722	1281.9818	942.9256
PNMA2|10687	21.6867	114.9529	333.6505	121.0076	49.5272	22.5556	119.1827	6.6527	69.8179	104.2262	342.6117
PNMA3|29944	0.4016	11.2259	5.4974	6.7476	0.4502	0	43.5112	3.5014	5.6375	5.4198	11.2332
PNMA5|114824	0	3.5923	0.4229	2.2492	0.4502	1.1567	2.6485	0.3501	4.3365	0	4.6254
PNMA6A|84968	8.8353	38.1679	0.4229	132.2537	5.403	4.916	22.7015	4.2017	40.3296	20.0114	16.8498
PNMAL1|55228	60.241	299.5061	306.5863	59.8291	35.1193	78.6555	650.3973	150.2101	147.8751	127.1559	494.2595
PNMAL2|57469	17.6225	177.3507	13.9211	279.4782	49.005	20.0658	29.5573	13.3263	357.2463	156.8145	130.0867
PNMT|5409	92.3695	3.1432	2.9601	3.1489	2.2512	0	10.9724	10.5042	5.6375	12.924	69.3813
PNN|5411	1393.9759	1944.3197	1183.6346	1683.3108	1466.9068	2064.9949	3327.2796	2379.5518	1188.6383	967.6357	2768.9766
PNO1|56902	495.5823	347.1037	478.2747	600.09	513.7326	478.8729	490.7302	584.3838	343.8855	460.2627	337.6559
PNOC|5368	1.2048	8.0826	0.8458	2.6991	0.4502	0.2892	183.5036	2.8011	0.8673	13.7579	5.6166
PNP|4860	238.1526	347.1037	419.9175	1004.0486	1802.7915	1074.8615	828.6039	681.3725	774.0676	1093.9578	296.6879
PNPLA1|285848	0	0	0	1.7994	0.4502	0.2892	0.3784	0.7003	0	0.8338	0.6608
PNPLA2|57104	2344.1767	13681.1855	3324.2415	4152.9465	1923.4579	1652.9212	606.8861	928.2213	19624.4579	2180.8282	1527.0505
PNPLA3|80339	24.9598	60.6197	148.0072	359.874	20.2611	24.5798	54.8619	36.7647	12.5759	4.586	6.2774
PNPLA4|8228	1365.8635	651.9982	837.2978	301.3945	829.3561	321.8512	245.1759	420.1681	366.869	605.7625	545.4696
PNPLA5|150379	0	0	7.6118	0	0	0	0.7567	0	0	0	0
PNPLA6|10908	860.6426	878.7607	624.1675	1533.0634	829.8064	1060.1136	1520.6205	1360.6443	1064.1804	956.7962	750.9705
PNPLA7|375775	79.9197	634.9349	337.0335	160.1439	70.6889	146.0331	232.3118	57.7731	748.4822	178.4352	487.9822
PNPLA8|50640	734.9398	791.1989	828.4174	783.1759	676.2719	1244.8961	866.0613	1124.2997	1002.6019	702.4843	975.6339
PNPO|55163	1914.0562	1133.3633	1983.7192	1273.9541	1892.8411	1276.1269	1311.0102	810.5742	690.8066	830.4741	1243.2477
PNPT1|87178	652.2088	519.982	971.35	635.1777	568.2125	559.8418	884.6008	1142.8571	527.32	531.1365	642.2731
PNRC1|10957	431.3253	2701.392	1161.645	1521.8174	1235.4795	1062.1378	2853.9538	689.4258	2941.4571	1500.8567	2338.8123
PNRC2|55629	992.7711	1800.1796	3625.7533	2556.0054	2428.6357	1927.0586	2749.1487	2102.591	2066.3487	1258.6351	3165.1111
POC1A|25886	732.9317	46.6996	106.9881	255.5106	399.3697	141.4063	155.5051	502.1008	42.9315	121.3193	76.9803
POC1B|282809	661.2329	332.7346	442.0383	201.471	257.9919	721.9298	517.1661	594.2227	263.7164	271.8218	571.9798
POC5|134359	220.0803	181.859	196.6381	270.8052	262.4944	316.0677	261.4453	257.3529	134.4319	212.2045	265.3011
PODN|127435	1009.6386	2544.2299	148.0072	1190.2834	551.1031	725.2496	830.4956	424.7199	8326.1058	2053.6723	1015.6108
PODNL1|79883	58.6345	105.0741	4.6517	189.8336	200.8104	111.043	55.997	60.2241	9.974	445.6711	89.8654
PODXL|5420	3264.6586	5437.8087	8869.0136	1322.5371	598.8294	4698.7959	1473.3258	1978.2913	3058.1093	3112.6101	7796.4814
PODXL2|50512	714.8594	230.8038	2962.2582	161.0436	633.9487	618.5442	583.8063	733.5434	89.7658	518.6294	378.6239
POF1B|79983	13.253	40.4131	19.8753	50.8322	2.2512	91.6683	8.3239	1.4006	0.4337	183.438	172.1318
POFUT1|23509	1493.5743	2080.3772	3813.9338	2323.4368	1694.7321	2035.2099	2191.8275	2378.5014	2583.2611	1624.6774	2033.8647
POFUT2|23275	426.506	566.2326	549.3181	497.9757	601.5308	493.6208	485.4332	419.8179	531.6565	662.0446	593.7061
POGK|57645	2032.1285	1126.1787	1277.0906	2128.2051	2884.7366	3340.2542	2531.5929	2354.3417	981.7866	2362.5987	1654.2496
POGZ|23126	2358.2329	2379.8833	2162.5965	2162.3932	3510.1306	4087.7702	3945.5165	3101.8908	2062.0121	3165.557	3288.3456
POLA1|5422	783.1325	381.6794	201.2898	510.1215	525.439	866.6559	485.8116	911.0644	386.817	477.3558	630.3791
POLA2|23649	753.012	240.2335	461.7824	441.7454	559.6578	261.7029	408.2482	1005.6022	218.5603	323.9349	267.6138
POLB|5423	703.2129	267.6246	2532.6144	409.8066	1059.8829	609.5798	332.1983	423.3193	177.3634	481.5249	384.9013
POLD1|5424	748.5944	223.6192	285.0196	485.83	533.5434	435.4967	469.5422	607.493	181.2663	285.1628	244.1563
POLD2|5425	3045.7831	1212.8424	2344.011	1557.8048	2142.2783	1426.7868	1085.8872	2443.9776	1070.6852	1725.9852	1135.211
POLD3|10714	611.245	406.3763	418.6489	1299.5951	637.1004	770.6499	410.8967	1379.5518	356.0278	951.3764	566.9447
POLD4|57804	1073.0924	930.3996	1656.8348	1356.2753	1954.9752	2124.2756	1070.7529	1969.5378	1010.8413	2104.9516	493.2684
POLDIP2|26073	4548.4779	2168.4149	3219.4228	1402.825	2555.8037	2404.6418	2116.1445	2504.3172	2051.9731	2323.6097	1696.8729
POLDIP3|84271	2046.5863	2389.313	2403.2139	1585.695	2130.1216	1160.7463	1993.1896	2327.7311	1725.9324	1628.8465	2803.0065
POLE|5426	1869.4779	658.2847	390.739	1139.0013	1054.0297	1855.0542	928.4904	2364.4958	591.9341	1080.6169	781.3662
POLE2|5427	119.6787	20.2066	30.8701	45.8839	108.5097	49.738	63.5641	185.9244	8.2394	71.2907	40.968
POLE3|54107	1925.3012	1114.9529	1647.9543	1092.2177	1846.4656	1468.4279	1416.9504	1839.6359	925.412	1582.1531	1490.0471
POLE4|56655	418.0723	475.5276	298.9745	192.0828	586.6727	349.9011	259.9319	406.5126	634.4319	568.6579	365.0781
POLG|5428	1184.0803	1078.5586	451.0667	1463.8012	1231.7244	961.5311	1098.0098	1241.6842	1401.7997	1030.8635	837.38
POLG2|11232	86.3454	112.2586	98.1076	68.8259	151.7335	137.3579	177.0715	190.1261	87.1639	144.249	140.0842
POLH|5429	704.0161	582.3978	1061.8459	352.6766	873.4804	849.0162	741.2032	794.8179	624.0243	680.8053	720.5749
POLI|11201	506.8273	884.1491	743.8418	243.8147	540.2972	449.3771	510.0265	918.7675	973.9809	453.5923	1195.3415
POLK|51426	510.8434	664.1221	510.8362	439.946	353.8946	743.7567	609.1563	537.8151	723.3304	366.0423	797.5551
POLL|27343	423.5984	628.7517	464.2605	533.8327	425.0338	338.3139	690.1967	521.8067	478.2567	502.3326	661.2637
POLM|27434	351.004	376.74	358.6003	707.1525	394.8672	471.0652	433.2198	419.8179	295.3166	528.6351	352.5233
POLN|353497	83.6867	52.5685	112.6123	24.7413	20.2611	37.1531	33.356	79.2612	34.2585	10.8395	54.1901
POLQ|10721	433.7349	13.471	31.7158	149.3477	167.9424	129.261	248.5812	460.084	20.3816	90.4683	42.9504
POLR1A|25885	565.0602	767.8491	413.5744	1080.072	680.7744	1007.773	932.6523	987.0448	754.5533	968.8864	801.5198
POLR1B|84172	671.0843	592.2766	413.9973	627.0805	586.6727	847.2812	942.1112	978.2913	392.8881	787.5329	873.2138
POLR1C|9533	368.6747	366.4122	485.8865	230.3194	493.0212	411.4953	348.4677	333.6835	166.9558	309.7602	453.2915
POLR1D|51082	913.253	1340.3682	2110.1596	1340.5308	1591.6254	1541.8782	1083.6171	1043.0672	1261.4918	1536.2936	1705.79
POLR1E|64425	365.8635	739.1109	331.959	220.8727	438.5412	309.995	382.8982	349.4398	400.2602	387.3044	1017.2627
POLR2A|5430	4958.6345	5423.8886	5635.6909	10820.9627	5550.2026	8293.5236	6704.5025	3221.6387	4916.3053	9681.7767	7296.9357
POLR2B|5431	2135.743	2061.9668	2023.4697	2865.0472	2730.3017	2679.2014	3076.4283	2318.2773	1931.4831	2264.6261	2651.0283
POLR2C|5432	1213.253	1295.4648	1147.2672	1107.5124	1599.7299	1431.9919	898.6001	1049.3697	1254.1197	1933.1869	1349.9628
POLR2D|5433	476.7068	429.2771	304.4719	489.4287	545.2499	500.2718	607.2645	754.2017	312.6626	502.787	452.9611
POLR2E|5434	2065.8635	2784.4634	2566.8675	2730.0945	1978.3881	1425.3409	1045.403	1921.9188	4024.2845	1976.128	1122.3259
POLR2F|5435	696.7871	431.4773	543.8207	235.2677	319.2256	206.1814	337.3628	542.3669	416.7389	411.9268	400.9218
POLR2G|5436	1182.7309	790.3009	1428.0579	1079.1723	1245.8352	607.5556	964.056	862.7451	707.719	965.9681	766.4987
POLR2H|5437	1061.8474	550.5164	810.2336	687.8093	1184.6015	559.8418	718.5017	836.1345	322.6366	702.9012	416.6185
POLR2I|5438	570.3896	330.687	757.6023	571.1336	563.5615	276.1819	327.3666	314.6394	261.9601	494.0904	284.0968
POLR2J|5439	1103.6145	698.2488	1170.5254	966.7117	1005.8532	881.6929	784.336	798.6695	652.6453	1116.4707	512.1004
POLR2J2|246721	130.2369	216.5739	303.1568	118.3176	50.4277	409.2744	161.5399	693.1793	493.6253	104.1344	63.5963
POLR2J3|548644	740.7149	1348.6304	799.1373	472.7845	461.0536	857.703	469.1373	746.1975	960.7546	1172.7069	781.082
POLR2J4|84820	153.8996	292.9726	242.6768	166.1763	153.2238	244.7081	209.4211	251.2395	240.5681	219.3377	251.5239
POLR2K|5440	1239.3574	638.5272	1594.2489	1174.0891	845.5651	704.429	1682.1793	1067.2269	683.8682	598.6751	619.1459
POLR2L|5441	2355.8233	1812.3035	3441.8015	3995.5016	2058.9824	704.429	520.2421	990.1961	2601.9081	2192.9185	566.284
POLR3A|11128	533.7349	530.3098	471.5086	694.5569	569.113	691.4161	1100.6432	851.8908	515.6114	616.602	796.2336
POLR3B|55703	318.4739	301.7512	118.8286	157.4449	389.014	438.3885	299.2811	412.8151	313.0963	273.0725	354.1753
POLR3C|10623	565.4618	688.37	759.9112	735.9424	874.8312	1116.7918	575.8608	460.7843	469.6444	710.4055	648.5504
POLR3D|661	483.9357	289.1783	390.739	253.2614	184.1513	296.4038	368.1423	409.3137	273.634	312.6785	334.6824
POLR3E|55718	802.4096	618.3206	1099.9049	1156.5452	1858.172	1743.1437	778.2823	584.3838	646.5742	754.1805	707.029
POLR3F|10621	186.3454	279.2995	192.8322	327.4854	248.9869	321.8512	244.7976	380.2521	247.6149	223.8778	288.7586
POLR3G|10622	75.9036	62.4158	34.2531	15.7445	17.1094	43.3762	89.6708	77.7311	52.9055	38.3552	77.9714
POLR3GL|84265	240.9639	724.7418	596.6804	246.5137	619.5407	515.3089	553.916	350.8403	1156.5481	402.313	531.2629
POLR3H|171568	1425.8876	1062.3978	2020.3827	1004.4849	1194.2233	509.6353	670.4654	1161.2535	1101.0017	822.6071	958.206
POLR3K|51728	365.8635	169.7351	754.8367	559.1543	1197.6587	735.0815	337.8736	241.9468	143.1049	457.7613	190.3031
POLRMT|5442	744.1767	436.0126	748.0706	981.5565	481.765	688.5244	409.0049	696.7787	488.7251	496.1165	321.1365
POM121|9883	1752.6305	2151.3112	1875.1284	2277.1885	1535.511	2860.216	3293.3787	2621.5686	2278.7337	2686.3543	2122.3623
POM121C|100101267	821.6867	796.1383	830.1089	957.265	710.0405	1289.7181	1307.605	1166.3165	997.3981	1108.9664	973.3212
POM121L10P|646074	1.6064	11.2259	6.7787	5.3981	4.0612	2.3163	2.6485	7.3669	10.0087	0	1.9823
POM121L12|285877	0	0	0	0	0	0	0	0	0	0	0
POM121L1P|25812	0	0.8981	3.383	1.3495	0	0.2892	0.7567	1.0504	0.4337	0	2.6431
POM121L2|94026	0	0.449	0	0.4498	0	0	0.3784	0.3501	0	1.2507	0
POM121L4P|266697	0	0	0.4229	0	0	0	0	0.3501	0	0	0.3304
POM121L8P|29797	0	1.3471	2.1144	3.1489	0	0	0.7567	2.1008	3.4692	1.2507	2.6431
POM121L9P|29774	1.6064	20.2066	60.4715	52.1817	3.1517	2.6026	12.8642	49.0196	36.4267	7.5043	26.1006
POMC|5443	3.6145	22.4517	1.2686	7.6473	0.9005	1.735	6.4321	0.3501	21.2489	10.4226	5.2862
POMGNT1|55624	2232.2209	1607.8177	2422.5901	1167.013	1314.6826	1710.2848	899.9168	1451.7157	1374.9306	1305.3451	1285.7983
POMP|51371	1132.9317	1189.4926	1930.0137	1744.4894	2093.2013	1690.8031	1060.5373	908.2633	1376.4094	1629.2634	849.426
POMT1|10585	671.4859	772.3395	745.1105	375.6185	497.9739	479.4513	467.6504	499.2997	549.4363	732.9184	650.5327
POMT2|29954	305.6225	563.5384	821.2285	450.7422	701.9361	404.8443	261.4453	564.4258	403.7294	679.1377	506.8142
POMZP3|22932	124.8514	221.3202	209.3752	62.4202	220.6439	352.0641	54.0938	204.881	314.987	121.757	141.3761
PON1|5444	4.4177	1.3471	0.4271	1.3675	9.4552	0.2892	2.6712	15.7913	0.8673	1.6676	8.2597
PON2|5445	2526.506	1245.1729	1311.7666	1450.7422	1860.8735	2143.072	604.9943	1306.7227	1440.5898	1466.2537	1035.1037
PON3|5446	2735.743	52.088	651.6503	306.3248	5.403	0.8675	56.731	252.7661	19.948	11.2564	97.4643
POP1|10940	197.5904	94.2973	93.8788	386.8646	249.8874	150.6599	316.3072	227.591	92.3677	190.9423	154.6213
POP4|10775	660.6426	573.8662	510.4134	577.5978	643.8541	562.7335	608.7779	575.2801	529.9219	596.5906	394.4825
POP5|51367	339.759	381.2304	355.2173	213.2254	281.4048	183.6258	235.717	181.3725	292.281	312.2616	223.6723
POP7|10248	583.9357	277.9524	686.3305	507.8722	494.8222	322.1404	316.3072	435.2241	286.2099	504.4546	225.3242
POPDC2|64091	34.9398	101.9308	79.501	44.5344	54.9302	41.6411	79.0768	12.605	29.4883	82.1302	83.2576
POPDC3|64208	1.2048	30.0853	0.4229	8.547	6.3035	0.8675	9.0806	2.451	49.4363	2.0845	5.947
POR|5447	1453.8153	1509.2052	1362.5119	1951.417	981.9901	1030.3286	1100.2649	1382.3529	1790.5464	1936.1052	720.2445
PORCN|64840	273.8956	211.9443	80.7696	185.3351	161.1887	214.5675	176.6932	142.8571	203.3825	180.5197	163.2114
POSTN|10631	21537.3494	3079.4791	2734.75	23980.6568	23707.339	35781.5807	11161.5588	17383.4034	2179.098	38120.0936	8435.4506
POT1|25913	893.1727	465.6489	567.9247	489.8785	1010.8059	971.6262	582.6712	1067.9272	347.7884	399.8116	752.2921
POTEA|340441	0	0	0	0	0	0	0	0	0	0	0
POTEB|339010	0	0	0	0	1.801	5.4943	0	0	0	0.8338	0
POTEC|388468	0	0	0	0	5.8532	0.5783	0	5.9524	0	29.6002	0
POTED|317754	0.4016	0	0	0	0.9005	1.1567	0	2.451	0	4.169	0.3304
POTEE|445582	3.2129	2.2452	1.6915	4.0486	4.0522	8.3861	7.5672	4.2017	0.4337	7.0874	3.3039
POTEF|728378	14.4578	8.5317	5.4974	22.4921	8.1045	46.8463	104.4268	17.507	3.9029	78.795	12.8851
POTEG|404785	0	0	0	0	0	0.5783	0.3784	0.3501	0	0.4169	0.6608
POTEH|23784	0	0	0.8458	1.7994	0	3.7593	0	1.4006	0	0.4169	0.3304
POU1F1|5449	0	0	0	0	0	0	0	0	0	0	0.3304
POU2AF1|5450	14.4578	180.9609	17.338	17.094	3.1517	3.1809	3397.6542	25.5602	8.673	185.9395	136.45
POU2F1|5451	117.2691	96.5424	169.574	107.9622	119.7659	144.0089	156.6402	194.3277	65.915	152.5871	131.1638
POU2F2|5452	54.2169	94.2973	24.9498	59.8291	44.5745	38.4602	939.4627	43.0672	58.5429	106.7276	52.2012
POU2F3|25833	69.4779	115.4019	82.884	53.9811	183.701	76.0529	24.2149	75.2801	1.7346	53.3638	180.7219
POU3F1|5453	2.008	4.0413	60.0486	4.4984	2.7015	2.8917	82.482	21.3585	8.2394	10.8395	12.2243
POU3F2|5454	0.4016	0	0	0	0.4502	0.2892	0.3784	0.3501	0.8673	0	0.6608
POU3F3|5455	0.4016	0.449	0	0	0	0	0.7567	0	0.4337	0	5.947
POU3F4|5456	0	0	0	0	0	0	0	0	0	0	0
POU4F1|5457	0	0	3.8059	0	0.4502	0	1.5134	0	0.4337	1.6676	1.3215
POU4F2|5458	0	0	0	0.8997	0	0	0	0	0	0	0
POU4F3|5459	0.4016	0.449	0.8458	1.3495	0	1.1567	3.4052	0	3.4692	0.4169	0.6608
POU5F1|5460	2.008	14.8181	0.4229	0.8997	0.9005	2.3134	1.5134	2.451	2.1683	0.8338	6.2774
POU5F1B|5462	0.4016	13.9201	11.2612	26.9906	3.602	5.422	15.5127	13.3718	10.7459	0.8338	14.471
POU5F2|134187	0	0	0	0	0	0.8675	0.3784	0	0	0	0.6608
POU6F1|5463	134.1365	389.313	124.326	161.0436	53.5795	106.4162	154.37	106.7927	394.1891	165.5111	309.9034
POU6F2|11281	0	0.449	0	0	0	0	0	0	1.7346	0.4169	0.3304
PP14571|100130449	37.751	2.2452	84.9984	96.2663	0	27.4716	6.4321	105.3922	1.301	209.703	2.6431
PPA1|5464	2831.3253	4387.0678	2587.1657	4092.6676	3725.7992	1863.1511	3765.0397	2144.2577	3891.5872	2229.6061	3215.9907
PPA2|27068	1164.257	811.4055	454.5935	946.4687	1743.3588	1088.7419	741.2032	1275.5602	555.5074	771.6905	993.1445
PPAN-P2RY11|692312	256.2169	114.6744	162.1271	178.4975	391.3733	181.8271	155.8532	182.1779	0	186.2522	96.668
PPAN|56342	126.0562	133.6551	297.2703	353.4773	69.05	223.0142	508.8536	329.8284	178.2307	123.9458	162.8281
PPAP2A|8611	787.6546	4481.6839	1071.0773	429.2578	172.9671	293.8302	451.4718	253.3053	4061.0971	651.5678	1038.1829
PPAP2B|8613	837.3494	5737.7638	698.1711	864.5974	1011.7064	662.4987	1438.1385	956.9328	8001.7346	2329.2463	4049.2277
PPAP2C|8612	946.988	1003.1432	2734.75	3929.3747	1639.8019	1988.942	376.8445	638.3053	52.0382	4824.0037	1306.0213
PPAPDC1A|196051	91.9679	0.449	1.6915	85.4701	221.0716	80.3905	7.1888	33.2633	0.8673	397.727	0.9912
PPAPDC1B|84513	802.4096	381.2304	3132.6779	403.5088	398.0189	953.4082	751.0405	332.2829	221.1622	2218.7665	616.8332
PPAPDC2|403313	445.3815	317.0184	446.9817	263.1579	480.4142	585.8675	229.6633	425.07	223.3304	485.277	450.6484
PPAPDC3|84814	24.0964	179.1648	12.6863	29.2398	35.1193	18.7963	29.5119	8.7535	248.9159	72.9583	41.6288
PPARA|5465	97.992	823.9784	284.1738	165.5421	72.0396	96.0059	592.1302	316.1765	1092.8014	288.9149	968.035
PPARD|5467	577.9116	796.1383	413.5744	602.789	698.3341	565.3361	816.4964	632.3529	784.4753	955.5455	712.6456
PPARG|5468	569.0763	4502.0207	60.8944	111.561	30.1666	73.1611	136.5872	414.2157	3681.6999	194.2776	423.5566
PPARGC1A|10891	14.0562	101.9308	11.8406	47.2335	4.0522	4.3376	6.8104	3.1513	83.2611	25.0143	220.3684
PPARGC1B|133522	3.6145	31.8815	7.1889	16.6442	8.1045	10.6995	31.7821	38.1653	75.0217	8.755	37.3338
PPAT|5471	516.8675	204.3107	335.342	421.9523	381.3597	384.3129	594.4003	731.4426	108.8465	308.5094	461.8816
PPBP|5473	0	13.471	0	0.4498	0.9005	0.2892	0	0	12.5759	0	0.9912
PPBPL2|10895	0	0	0	0	0	0	0	0	0	0	0.3304
PPCDC|60490	274.2972	172.4293	247.3834	136.7521	235.9298	117.694	148.6947	128.1513	129.2281	110.0628	113.3229
PPCS|79717	1906.0241	983.8348	1653.0289	1174.9888	1744.7096	1117.3701	884.6008	1751.4006	1194.7095	1128.9778	1000.0826
PPDPF|79144	4761.0442	3226.7625	6248.4406	7999.1003	4647.4561	2741.6631	1487.7034	2685.5742	1175.1951	5630.2973	1418.353
PPEF1|5475	41.7671	0.449	25.7955	34.6379	80.5943	97.4518	41.241	25.5602	1.301	217.6242	2.9735
PPEF2|5470	0	0.8981	0	0	0	0.5783	1.8918	0	1.7346	0	0.6608
PPFIA1|8500	1206.7912	1339.8608	1546.8443	4902.1997	1119.7434	4085.3788	1310.1703	8565.6338	2079.3278	1436.174	1432.1632
PPFIA2|8499	1.2048	3.5923	0.8458	16.6442	3.1517	14.1695	6.4321	5.2521	15.6114	19.5945	8.2597
PPFIA3|8541	383.1325	69.1513	682.1017	299.1453	67.9874	82.1255	96.4813	203.4314	75.0217	121.7362	127.8599
PPFIA4|8497	132.1285	28.7382	583.1483	43.1849	101.756	184.2041	198.2596	33.9636	5.6375	25.4312	32.0476
PPFIBP1|8496	953.8153	1859.0031	719.3149	1118.7584	444.3944	1536.9623	772.9852	1282.2129	1760.1908	2047.0018	1998.1829
PPFIBP2|8495	260.6426	759.7665	224.1252	887.5394	1716.7942	655.8477	877.0337	625	523.8508	882.1702	1065.1689
PPHLN1|51535	851.4056	788.9537	662.717	901.9343	1194.9572	1526.8412	971.2448	962.8852	664.7875	730	929.7101
PPIA|5478	7267.0683	3568.0287	5357.8602	4253.2614	6767.222	4119.0011	4088.1574	5619.0476	2300.5204	4493.3983	3223.2593
PPIAL4B|653505	0	0	0	0	0	0	0	0	0	0	0
PPIAL4C|653598	58.2329	26.044	38.059	31.9388	47.7262	40.1953	32.5388	49.7199	16.9124	36.2707	33.6995
PPIAL4D|645142	2.008	0	0.4229	3.1489	1.801	1.1567	2.2701	1.0504	0.8673	3.3352	0.6608
PPIAL4E|730262	0	0	0	0	0	0	0	0	0	0	0
PPIAL4G|644591	50.2008	23.7988	43.5564	31.9388	34.2188	26.6041	31.7821	47.2689	17.7797	30.434	27.7525
PPIB|5479	16279.7309	4669.7261	11535.0925	6585.9694	5902.2287	5186.4134	5968.5282	4048.4804	4168.5776	6990.9949	4639.9141
PPIC|5480	1834.5382	777.7279	825.4572	880.7917	1113.4624	1329.0458	586.0764	634.4538	1022.5499	1654.6946	597.3404
PPID|5481	671.0843	605.2986	756.5282	605.0382	1063.4849	667.7038	905.4105	932.7731	615.7849	632.4444	656.4797
PPIE|10450	544.5783	737.3148	682.5246	679.2623	944.6195	600.6154	663.6398	680.6723	589.7658	737.5043	705.7074
PPIEL|728448	0.8032	33.6776	77.3866	8.0972	39.1715	52.0514	61.6723	59.8739	39.8959	27.9326	79.6234
PPIF|10105	1135.743	1025.1459	1341.368	1160.1439	1593.8766	2327.8544	2276.2013	986.3445	510.8413	1078.1154	1022.5489
PPIG|9360	1467.8715	1130.22	1205.2014	1258.6595	1307.9694	1836.547	2153.235	1459.7339	1086.7303	928.0298	1933.7573
PPIH|10465	492.3695	227.6605	266.4129	256.8601	438.091	416.9896	267.4991	468.1373	151.3443	407.7327	285.7851
PPIL1|51645	859.0361	347.1037	503.6473	317.139	674.471	493.91	652.6674	811.6246	233.7381	626.6077	413.9754
PPIL2|23759	1465.3414	911.4773	1378.9957	835.8749	1328.208	929.3778	1283.462	923.5644	878.2784	1610.732	929.3467
PPIL3|53938	377.1084	343.5115	131.9378	321.1876	252.5889	285.126	127.5066	228.6415	187.771	121.7362	161.229
PPIL4|85313	422.49	612.4832	594.1431	698.6055	724.8987	864.0533	860.7643	551.4706	498.699	488.6122	896.6713
PPIL5|122769	184.3373	133.8123	234.2742	180.8367	232.778	196.0603	174.423	414.916	111.0147	220.9595	127.5295
PPIL6|285755	36.9478	62.8648	188.1806	58.0297	29.7163	95.4276	116.9126	99.0896	35.1258	14.5917	110.019
PPIP5K1|9677	1640.9639	943.8707	1173.4856	975.2587	919.4057	1246.9203	674.9905	1501.4006	575.889	335.6082	918.4769
PPIP5K2|23262	1249.7992	781.7692	983.6135	801.6194	675.3715	1732.155	1211.5021	1270.3081	707.719	719.1605	1397.5386
PPL|5493	555.4217	4340.8172	628.3962	1686.9096	5274.2008	1231.8832	432.4631	253.8515	3301.3877	881.7533	3260.593
PPM1A|5494	1237.3494	1884.1491	1328.6817	1773.7292	1412.4268	1799.8219	1606.1294	2536.0644	2439.7225	1537.1274	2579.6647
PPM1B|5495	813.253	1191.2887	956.1264	1345.9289	743.3588	1083.2475	1228.5282	1072.8291	1515.6114	908.0183	1294.4578
PPM1D|8493	263.0522	473.2824	293.9	267.2065	194.9572	380.8428	351.4945	990.8964	669.5577	3009.2178	479.7225
PPM1E|22843	8.502	9.4297	307.4236	17.8543	5.5245	13.7098	172.115	327.0938	15.7589	15.3421	14.2
PPM1F|9647	384.739	1679.8518	339.5708	613.1669	442.1432	412.3628	537.6466	332.2829	1840.5117	778.8154	1209.5284
PPM1G|5496	2915.261	1527.1666	2114.8113	2363.9226	2197.6587	2119.0705	2566.4018	2932.0728	1591.9341	2330.9139	1644.0076
PPM1H|57460	377.1084	408.6215	546.358	2418.3536	1179.6488	2908.8059	137.3439	1910.014	262.7927	957.2131	844.4701
PPM1J|333926	85.5422	41.7602	291.7856	147.0985	672.67	635.8946	66.9694	164.2157	12.5759	62.5357	51.5404
PPM1K|152926	37.751	184.5532	133.2065	61.1786	73.8406	58.4132	1038.9709	110.2941	179.9653	198.4466	480.7136
